100	12
200	23
300	36
400	48
500	65
600	76
700	88
800	104
900	106
1000	121
1100	141
1200	159
1300	158
1400	174
1500	193
1600	196
1700	224
1800	208
1900	221
2000	264
2100	260
2200	299
2300	292
2400	322
2500	341
2600	330
2700	371
2800	359
2900	395
3000	384
3100	357
3200	394
3300	359
3400	379
3500	364
3600	392
3700	379
3800	415
3900	458
4000	418
4100	522
4200	455
4300	497
4400	533
4500	512
4600	527
4700	521
4800	479
4900	548
5000	554
5100	588
5200	564
5300	514
5400	599
5500	558
5600	546
5700	548
5800	539
5900	661
6000	587
6100	594
6200	608
6300	611
6400	584
6500	688
6600	620
6700	598
6800	655
6900	712
7000	671
7100	679
7200	672
7300	662
7400	658
7500	689
7600	677
7700	652
7800	738
7900	607
8000	688
8100	709
8200	711
8300	738
8400	746
8500	759
8600	680
8700	643
8800	765
8900	711
9000	753
9100	608
9200	776
9300	719
9400	768
9500	748
9600	809
9700	816
9800	784
9900	892
10000	880
10100	827
10200	830
10300	794
10400	762
10500	772
10600	811
10700	828
10800	877
10900	927
11000	926
11100	781
11200	856
11300	780
11400	900
11500	825
11600	713
11700	855
11800	865
11900	952
12000	915
12100	844
12200	865
12300	1000
12400	876
12500	825
12600	952
12700	886
12800	1008
12900	947
13000	1004
13100	943
13200	896
13300	975
13400	1071
13500	914
13600	930
13700	887
13800	1007
13900	998
14000	1039
14100	1049
14200	995
14300	1130
14400	1150
14500	1044
14600	1029
14700	1052
14800	1003
14900	1071
15000	1106
15100	1048
15200	1009
15300	1198
15400	1076
15500	1110
15600	1133
15700	1073
15800	1090
15900	1179
16000	1066
16100	1114
16200	1206
16300	1215
16400	1060
16500	1314
16600	1277
16700	1268
16800	1240
16900	1260
17000	1169
17100	1326
17200	1236
17300	1260
17400	1275
17500	1336
17600	1234
17700	1272
17800	1379
17900	1184
18000	1330
18100	1239
18200	1441
18300	1343
18400	1441
18500	1447
18600	1292
18700	1359
18800	1471
18900	1298
19000	1387
19100	1280
19200	1461
19300	1457
19400	1471
19500	1539
19600	1400
19700	1366
19800	1295
19900	1415
20000	1451
20100	1568
20200	1476
20300	1479
20400	1464
20500	1518
20600	1807
20700	1524
20800	1499
20900	1444
21000	1479
21100	1437
21200	1494
21300	1557
21400	1568
21500	1446
21600	1603
21700	1631
21800	1784
21900	1463
22000	1672
22100	1780
22200	1620
22300	1609
22400	1785
22500	1685
22600	1551
22700	1710
22800	1692
22900	1572
23000	1830
23100	1511
23200	1641
23300	1644
23400	1722
23500	1761
23600	1491
23700	1784
23800	1658
23900	1807
24000	1828
24100	1837
24200	1780
24300	1760
24400	1820
24500	1537
24600	1802
24700	1823
24800	1740
24900	1896
25000	1923
25100	1898
25200	1917
25300	1639
25400	1831
25500	1774
25600	1784
25700	2010
25800	1738
25900	2005
26000	1886
26100	1677
26200	1839
26300	1718
26400	1872
26500	1979
26600	1983
26700	1986
26800	1938
26900	1879
27000	1924
27100	2001
27200	2128
27300	1992
27400	2100
27500	1897
27600	2209
27700	1913
27800	1830
27900	2041
28000	2001
28100	2171
28200	2092
28300	1975
28400	2188
28500	2087
28600	1987
28700	2010
28800	2104
28900	2287
29000	2096
29100	1969
29200	2055
29300	2387
29400	2191
29500	2087
29600	2120
29700	2099
29800	1989
29900	2288
30000	2273
30100	2140
30200	2135
30300	2153
30400	2097
30500	2222
30600	2133
30700	2302
30800	2101
30900	2429
31000	2219
31100	2238
31200	2379
31300	2505
31400	2216
31500	2444
31600	2149
31700	2065
31800	2174
31900	2338
32000	2418
32100	2668
32200	2321
32300	2326
32400	2548
32500	2523
32600	2311
32700	2619
32800	2451
32900	2470
33000	2431
33100	2229
33200	2356
33300	2320
33400	2526
33500	2464
33600	2586
33700	2456
33800	2440
33900	2579
34000	2620
34100	2780
34200	2488
34300	2582
34400	2531
34500	2750
34600	2439
34700	2741
34800	2556
34900	2607
35000	2537
35100	2435
35200	2378
35300	2595
35400	2705
35500	2374
35600	2748
35700	2708
35800	2730
35900	2678
36000	2714
36100	2554
36200	2639
36300	2559
36400	2538
36500	2607
36600	2946
36700	2404
36800	2819
36900	2835
37000	2880
37100	2650
37200	2624
37300	2695
37400	2990
37500	2608
37600	2724
37700	2767
37800	2657
37900	2710
38000	3063
38100	2722
38200	2778
38300	2574
38400	2620
38500	2667
38600	3008
38700	2890
38800	2709
38900	2922
39000	3168
39100	2907
39200	2527
39300	2770
39400	2985
39500	2766
39600	2569
39700	2633
39800	2960
39900	3008
40000	2943
40100	2920
40200	3008
40300	2951
40400	2925
40500	3112
40600	3165
40700	2790
40800	2924
40900	2937
41000	2984
41100	2933
41200	3140
41300	3067
41400	2853
41500	3380
41600	3194
41700	2989
41800	3372
41900	3100
42000	2940
42100	3161
42200	3158
42300	3072
42400	3185
42500	2697
42600	2857
42700	3029
42800	3227
42900	3183
43000	3003
43100	3229
43200	3229
43300	3201
43400	3187
43500	3622
43600	3386
43700	3612
43800	3370
43900	3200
44000	2951
44100	3301
44200	3354
44300	2948
44400	3663
44500	3218
44600	3578
44700	3401
44800	3094
44900	3336
45000	3599
45100	3378
45200	3346
45300	3103
45400	3276
45500	3314
45600	3535
45700	3262
45800	3189
45900	3330
46000	3222
46100	3284
46200	2972
46300	3335
46400	3332
46500	3359
46600	3814
46700	3454
46800	3313
46900	3328
47000	3587
47100	4011
47200	3050
47300	3387
47400	3551
47500	3550
47600	3571
47700	3450
47800	3185
47900	3375
48000	3306
48100	3513
48200	3355
48300	3579
48400	3558
48500	3387
48600	3647
48700	3420
48800	3410
48900	3454
49000	3462
49100	3602
49200	4019
49300	3522
49400	3582
49500	3181
49600	3693
49700	3717
49800	3958
49900	3885
50000	3699
50100	3646
50200	3809
50300	3627
50400	3434
50500	3540
50600	4118
50700	3680
50800	3518
50900	3510
51000	3808
